OBJECTID,Shape_Length,Shape_Area,riparianid,bioAc,opAcres,DirectCost,DirectCost_CP,meanPIdx,OpportunityCost,bioBuffWidth,adjOCosts,bioYield,energyPot,CO2red,N2Ored,SUM_cropAcres,SUM_pctWScropAcres,MEAN_Nrate,MEAN_NO3conc,SUM_cpNO3load,SUM_cpNO3LoadReduced,SUM_cpWSNO3LoadPct,SUM_cpSEDload,SUM_cpSEDloadlbs,SUM_cpSEDLoadReduced,SUM_cpWSSEDLoadPct,TotalCost,TotalCost_CP,DCredNO3,TCredNO3,DCredSED,TCredSED,MLRA,HUC12,FBndID,radial
246,580.8773732,4100.750629,389_28_2,2.125924587,1.012885451,150.9199371,492.2623291,90,297.1799011,100,1981.199341,7.185625076,83.76142883,0.99262774,0.28360793,36.76533264,0.004157761,136.0999084,12.21705341,915,457,0.002503153,24.02831537,48057,21.62548411,8.25436E-05,448.0998535,789.4422607,0.330240577,0.980524838,6.978800297,20.72091675,108,070802060601,F070802060601_77,16
247,581.6069699,4100.134671,106_12_2,2.035706282,1.012733221,150.8972473,492.1883545,54,178.2815552,100,1188.543701,6.880687237,80.20682526,0.992478549,0.283565313,199.9999995,0.022617833,143.9208893,10.88019663,4916,2457,0.013457872,63.11371183,126228,56.80233908,0.000216812,329.1788025,670.4699097,0.06141524,0.133975908,2.656532288,5.795162678,104,070801030404,F070801030404_22,24
248,580.438956,4099.595623,137_34_1,2.105593204,1.012600064,150.8774109,492.1236267,79,260.7850342,100,1738.566895,7.116905212,82.96037292,0.992348075,0.28352803,42.37473774,0.004792124,130.9999962,11.79862738,1052,526,0.002881091,79.44913483,158899,71.50422192,0.000272929,411.6624451,752.9086914,0.286839187,0.782628238,2.110049009,5.757176876,108,070802060602,F070802060602_56,32
249,582.238379,4099.240893,111_8_2,2.002789259,1.012512445,150.8643494,492.0810547,75,247.5590668,100,1650.393799,6.769427776,78.90989685,0.992262185,0.283503473,143.9382783,0.01627786,136.2383842,10.6259243,1937,969,0.005307561,108.2901543,216580,97.46113873,0.000372005,398.4234009,739.6401367,0.155690759,0.411169648,1.547943592,4.088023186,108,070802060301,F070802060301_94,32
250,580.70625,4096.764673,432_14_1,1.995147586,1.011900902,150.7732391,491.783844,83,273.8002319,100,1825.334839,6.743598938,78.60881805,0.99166286,0.283332258,92.55090221,0.010466504,132.4153671,11.90351915,2302,1150,0.006298963,45.22347858,90447,40.7011311,0.000155354,424.5734863,765.5841064,0.131107166,0.369194329,3.704399347,10.4314909,108,070801030606,F070801030606_69,32
251,578.348919,4096.454547,664_14_2,2.017841339,1.01182425,150.7618103,491.746582,78,257.2867737,100,1715.245117,6.820303917,79.50294495,0.991587758,0.283310801,47.56176019,0.00537872,138.9377594,10.54968284,1170,585,0.003204255,18.04501653,36090,16.24051476,6.19894E-05,408.048584,749.0333252,0.257712483,0.697518945,9.283068657,25.12534714,104,070801030402,F070801030402_188,32
252,579.143555,4093.70156,69_6_2,2.046088696,1.01114428,150.6604919,491.4161072,64,210.9650726,100,1406.433838,6.915779591,80.61589813,0.990921378,0.283120394,97.11075041,0.010982174,143.5596313,12.80487029,2636,1319,0.007224637,38.9333626,77867,35.04002581,0.000133746,361.6255493,702.3811646,0.114223272,0.274166465,4.299668312,10.32035637,104,070801030405,F070801030405_171,24
253,578.7276052,4092.177666,425_24_1,2.100291491,1.010767937,150.6044159,491.2332153,70,230.6571655,100,1537.714478,7.098985195,82.75148773,0.990552604,0.283015013,194.5933868,0.022006404,137.1821261,12.27456925,4912,2457,0.013457872,162.7200009,325441,146.448001,0.000558986,381.2615967,721.8903809,0.061296057,0.15517363,1.028381467,2.603392363,108,070801030302,F070801030302_23,24
254,579.0686993,4091.533212,119_31_1,2.028439522,1.010608673,150.5806885,491.1558228,78,256.9769592,100,1713.179688,6.856125355,79.92051697,0.9903965,0.282970428,170.853495,0.019321679,138.6498184,12.40720105,4333,2167,0.011869438,131.4207065,262841,118.2786356,0.000451465,407.5576477,748.1328125,0.069488086,0.188074589,1.27310133,3.445741892,104,070801030406,F070801030406_114,24
255,579.2093239,4090.314043,458_36_1,2.218265295,1.01030755,150.5358276,491.0094604,76,250.3135376,100,1668.756958,7.497736931,87.39965057,0.990101397,0.282886118,38.0014596,0.004297553,131.0003052,11.79864883,943,471,0.002579836,58.50520086,117010,52.65468168,0.000200981,400.8493652,741.322998,0.319608986,0.851060212,2.858925819,7.612796307,108,070802060801,F070802060801_140,24
256,576.3436626,4088.808099,60_45_2,2.086574554,1.009935617,150.4804077,490.8287048,76,250.2216492,100,1668.144287,7.052621841,82.21103668,0.989736915,0.282781959,35.03596231,0.003962188,130.9999441,11.79862372,869,434,0.002377174,22.66778386,45336,20.40100614,7.78698E-05,400.7020569,741.050354,0.34672904,0.923276603,7.376126766,19.64128876,104,070801030202,F070801030202_256,32
257,576.1125314,4087.585842,60_45_1,2.086574554,1.00963366,150.4354095,490.6819458,76,250.1468353,100,1667.645508,7.052621841,82.21103668,0.989440978,0.282697439,33.10565996,0.003743891,131.0003586,11.79865313,821,410,0.002245717,22.95254087,45905,20.65728617,7.8848E-05,400.5822449,740.8287964,0.366915643,0.97702986,7.282438278,19.39181328,104,070801030202,F070801030202_256,32
258,577.4169835,4082.64473,22_1_1,2.052986622,1.008413196,150.2535706,490.0888062,78,256.4193115,100,1709.462036,6.939094543,80.88767242,0.988244951,0.282355696,27.19777322,0.003075773,141.6189384,12.61811566,746,373,0.002043055,72.37150727,144743,65.13435963,0.000248615,406.6728821,746.5081177,0.402824581,1.090275764,2.306824923,6.243599892,105,070801030402,F070801030402_287,32
259,575.7215923,4081.413767,474_1_1,2.199697971,1.008109212,150.2082672,489.9410706,78,256.3417969,100,1708.945313,7.434978962,86.66809845,0.987947047,0.282270581,48.82226503,0.005521269,130.999733,11.79860854,1211,605,0.003313803,40.90266261,81804,36.81239654,0.000140511,406.5500488,746.2828369,0.248278126,0.67198354,4.080371857,11.04383564,108,070801030301,F070801030301_19,16
260,574.8910882,4079.756784,194_13_1,2.134963274,1.007699966,150.1472931,489.7421875,70,229.9569702,100,1533.046509,7.216176033,84.11755371,0.987545967,0.282155991,87.76920178,0.009925746,139.5004069,10.8453119,2146,1072,0.005871729,175.8849865,351770,158.2964848,0.000604211,380.104248,719.6991577,0.140062779,0.354574859,0.948519468,2.401217222,108,070801030408,F070801030408_134,8
261,573.2559124,4079.370045,38_5_1,1.991761327,1.007604361,150.1330566,489.6957092,76,249.6440582,100,1664.293701,6.732153416,78.4753952,0.987452269,0.282129228,46.29242134,0.005235171,136.6676712,12.22572517,1215,608,0.003330235,23.19336224,46387,20.87402701,7.96753E-05,399.7770996,739.3397827,0.246929362,0.657528102,7.19233799,19.15189171,104,070801030401,F070801030401_542,32
262,573.7549041,4076.133759,166_14_1,2.075311661,1.006805062,150.0139618,489.307251,78,256.0103455,100,1706.735596,7.014553547,81.76728058,0.986668944,0.281905413,71.42762536,0.008077691,143.2403381,12.77967758,2049,1023,0.005603339,47.57682174,95153,42.81913924,0.000163439,406.024292,745.317627,0.14664121,0.396895677,3.503432512,9.482308388,108,070802060406,F070802060406_103,32
263,576.3435905,4073.827004,594_18_1,2.065498352,1.006235242,149.9290466,489.0303345,15,49.20482254,100,328.0321655,6.981384277,81.38063812,0.986110508,0.281745881,36.20139694,0.004093986,158.1998749,14.05361652,1070,535,0.002930387,14.79124175,29583,13.31211719,5.08118E-05,199.1338654,538.2351685,0.280241221,0.372212827,11.26259995,14.95884228,108,070802060804,F070802060804_453,32
264,569.302204,4072.987586,399_31_1,2.159660578,1.006027937,149.8981628,488.9295654,92,301.7279053,100,2011.519409,7.299652576,85.09062958,0.985907376,0.281687826,27.08774973,0.003063331,131.0000031,11.79862804,671,336,0.001840393,19.52860674,39057,17.5757464,6.70859E-05,451.6260681,790.6574707,0.446125478,1.344125152,8.528694153,25.69598198,108,070802060601,F070802060601_83,16
265,541.9996772,4072.982729,576_7_2,2.46803689,1.006026745,149.8979797,488.9289856,69,226.2953949,100,1508.635986,8.341964722,97.24065399,0.985906184,0.281687498,36.77039623,0.004158333,131.000782,11.79868245,912,455,0.002492199,57.56779194,115136,51.81101274,0.00019776,376.1933594,715.2243652,0.329446107,0.826798618,2.893168211,7.260876179,108,070801010602,F070801010602_10,24
266,569.7600874,4070.345432,592_42_1,2.203736305,1.005375266,149.8009186,488.6123657,84,275.3115234,100,1835.410156,7.448628902,86.82720947,0.985267758,0.281505078,66.47733283,0.007517866,130.9992472,11.79857445,1649,825,0.004518822,38.94932914,77899,35.05439603,0.000133801,425.1124268,763.9238892,0.181576878,0.515287817,4.273384571,12.12722111,108,070802060704,F070802060704_224,32
267,576.0663808,4069.264832,84_7_2,2.083788872,1.005108356,149.7611389,488.482666,78,255.5789795,100,1703.859863,7.043206215,82.10128021,0.985006213,0.281430334,30.68530369,0.003470175,148.0001602,13.12370682,847,424,0.0023224,8.3139925,16628,7.482593298,2.85607E-05,405.3401184,744.0616455,0.353210241,0.955990851,20.01460457,54.17107391,104,070801030406,F070801030406_361,24
268,576.4771196,4068.490238,194_1_2,2.050797462,1.004917145,149.7326508,488.38974,70,229.3220978,100,1528.813965,6.931695461,80.80142212,0.984818816,0.281376809,23.53774095,0.002661863,140.4448853,12.58710162,587,293,0.001604866,59.09813741,118196,53.18832204,0.000203018,379.0547485,717.711853,0.511032939,1.293702245,2.815141439,7.126653671,108,070801030408,F070801030408_24,8
269,576.7661059,4066.868706,583_1_1,2.095125675,1.004516602,149.6729736,488.1950684,83,271.8020935,100,1812.013916,7.081524849,82.54795074,0.98442626,0.281264663,23.03371191,0.002604863,150.8336411,13.40831327,637,319,0.001747278,57.01188469,114024,51.31069756,0.000195851,421.4750671,759.9971924,0.469194263,1.321238399,2.916993618,8.214175224,108,070801010301,F070801010301_220,24
270,573.1251658,4065.681622,525_10_2,2.007926702,1.004223347,149.6292725,488.0525513,79,258.6272888,100,1724.181885,6.786792278,79.11231232,0.984138906,0.281182528,28.35735047,0.003206909,131.0022329,11.79878521,704,353,0.001933508,41.59865499,83197,37.43878937,0.000142902,408.2565613,746.6798096,0.423878968,1.156534195,3.996637583,10.90464115,108,070802060502,F070802060502_62,16
271,574.3609461,4065.518285,460_5_2,2.037902594,1.004183054,149.6232758,488.032959,70,229.1545715,100,1527.697144,6.888110638,80.29336548,0.984099388,0.281171262,38.676875,0.004373936,135.2503662,12.11360693,964,483,0.002645565,41.16587279,82332,37.04928534,0.000141416,378.777832,717.1875,0.309779048,0.784219086,4.03849268,10.22362041,108,070801030303,F070801030303_119,8
272,572.4885835,4064.47605,425_19_1,2.001822472,1.003925562,149.5849152,487.9078369,70,229.0958099,100,1527.30542,6.766160011,78.87180328,0.983847022,0.28109917,31.77383357,0.003593276,136.6682587,12.24045769,844,423,0.002316923,15.56715446,31136,14.01043915,5.34772E-05,378.6807251,717.0036621,0.353628635,0.8952263,10.6766758,27.02846909,108,070801030302,F070801030302_23,24
273,576.0470355,4061.402295,160_5_1,2.140366554,1.003166318,149.4717865,487.5388184,78,255.0849762,100,1700.566528,7.234438896,84.33044434,0.983102977,0.280886561,34.36930943,0.003886797,131.0022888,11.79878902,852,426,0.002333355,10.20576,20412,9.185183764,3.50595E-05,404.5567627,742.6237793,0.350872725,0.949663758,16.27313995,44.04449463,108,070802060602,F070802060602_257,24
274,574.5857712,4060.389989,496_27_2,1.990443945,1.002916336,149.4345398,487.4173279,86,281.1775208,100,1874.516846,6.72770071,78.42349243,0.982858002,0.280816585,200.0000017,0.022617833,136.099408,12.21704025,5100,2551,0.013972744,128.4305717,256861,115.5875136,0.000441193,430.6120605,768.5948486,0.058578808,0.168801278,1.292825937,3.725420237,108,070802060502,F070802060502_294,16
275,578.3720832,4060.111114,425_14_2,2.03308773,1.002847433,149.4242706,487.3838501,78,255.0040436,100,1700.026978,6.871836662,80.10365295,0.98279047,0.280797273,50.57447433,0.005719425,136.6634521,12.2183218,1265,632,0.003461691,13.40235317,26805,12.06211805,4.60406E-05,404.4283142,742.3878784,0.236430809,0.639918208,12.38789654,33.52879715,108,070801030302,F070801030302_127,16
276,575.8256844,4058.791154,464_3_2,2.115372896,1.002521396,149.3756866,487.2254028,86,281.0668945,100,1873.779297,7.149960518,83.3456955,0.982470989,0.280705988,35.76646304,0.004044799,131.0004272,11.79865766,888,444,0.002431948,9.439771086,18880,8.495793597,3.24281E-05,430.4425659,768.2922974,0.336431712,0.969465256,17.58231163,50.66537476,108,070801030303,F070801030303_669,8
277,573.639453,4058.116486,184_13_2,2.128015518,1.002354741,149.3508606,487.1444092,79,258.1464539,100,1720.976318,7.19269228,83.84381104,0.982307673,0.280659318,,,,,,,,40.48553061,80971,36.43697691,0.000139078,407.4973145,745.2908936,,,4.098881721,11.18362045,108,070802060602,F070802060602_78,24
278,575.062989,4057.625304,186_42_1,2.070684433,1.002233505,149.3327942,487.0854797,82,267.9170532,100,1786.113647,6.998913288,81.58496857,0.982188821,0.280625373,199.9999989,0.022617833,140.9563664,11.83338981,5278,2640,0.014460229,220.2994075,440600,198.2694701,0.000756786,417.2498474,755.0025635,0.056565452,0.158049181,0.753180981,2.104458332,108,070801030407,F070801030407_315,16
279,562.4603431,4057.536639,184_9_1,2.12538743,1.002211571,149.3295288,487.0748291,92,300.5831604,100,2003.887695,7.18380928,83.74026489,0.982167363,0.280619234,23.64884253,0.002674428,130.9995728,6.474298656,586,293,0.001604866,66.14689636,132294,59.53220749,0.000227232,449.9126892,787.657959,0.509657085,1.535538197,2.508382082,7.557466984,108,070802060602,F070802060602_148,24
280,575.8821056,4056.106673,543_1_1,2.035708427,1.001858354,149.2769012,486.9031677,70,228.6240692,100,1524.1604,6.880694389,80.20690918,0.981821179,0.28052035,139.6863308,0.015797011,140.2558873,12.56870238,3556,1778,0.009738745,138.3000274,276600,124.4700236,0.000475097,377.9009705,715.5272217,0.083957762,0.212542728,1.199300051,3.036080122,108,070801010301,F070801010301_171,24
281,574.9593716,4055.605548,410_1_1,2.089823484,1.001734614,149.2584534,486.8430176,81,264.5180359,100,1763.453613,7.063603401,82.33904266,0.981699944,0.28048569,93.62979656,0.010588516,138.9336823,7.402937518,1696,847,0.004639324,45.80099299,91601,41.22089365,0.000157338,413.7764893,751.361084,0.176220134,0.488520056,3.620941639,10.03802776,108,070802060602,F070802060602_241,16
282,578.1959989,4052.559158,494_3_2,2.040583611,1.000982165,149.146347,486.4773254,78,254.5291748,100,1696.861206,6.897172451,80.39899445,0.980962515,0.280275017,87.67413259,0.009914995,133.9130511,12.0303857,2181,1090,0.005970322,56.48332769,112967,50.83499561,0.000194035,403.6755371,741.0064697,0.136831507,0.37034452,2.933930635,7.940898418,108,070802060501,F070802060501_455,16
283,572.310261,4051.883245,96_14_1,1.981800795,1.000815153,149.12146,486.3961792,78,254.4872742,100,1696.581787,6.698486805,78.08295441,0.980798841,0.280228257,130.2987152,0.014735373,145.0403781,12.93922562,3619,1809,0.009908543,212.0465094,424092,190.8418585,0.000728435,403.6087341,740.8834229,0.08243309,0.22311151,0.781387568,2.114885807,104,070801030406,F070801030406_489,24
284,574.2332928,4051.349715,499_8_1,2.006047964,1.000683427,149.1018372,486.3321533,78,254.4535065,100,1696.356689,6.780442238,79.03829193,0.980669737,0.280191362,200.0000001,0.022617833,130.9998058,11.79861381,4962,2480,0.013583852,94.16305445,188326,84.74674992,0.000323475,403.5553589,740.7856445,0.060121708,0.162723929,1.759381175,4.761897564,108,070802060704,F070802060704_363,32
285,574.2193408,4049.623076,103_18_2,2.093644142,1.000256896,149.0382843,486.1248474,75,244.5628052,100,1630.418701,7.076517105,82.48957825,0.980251729,0.280071944,31.25755084,0.00353489,130.9994202,11.79858685,775,388,0.002125216,28.0076983,56015,25.20692825,9.62138E-05,393.6010742,730.6876221,0.384119302,1.014435768,5.912591934,15.61479759,108,070801030406,F070801030406_344,24
286,571.8546615,4047.719477,699_50_2,2.094305754,0.999786735,148.9682159,485.8963623,5,16.29652405,100,108.6434937,7.078753471,82.51564789,0.979790986,0.279940277,22.76586723,0.002574573,131.0000458,11.79863071,565,282,0.001544615,117.4988632,234998,105.7489777,0.000403639,165.26474,502.1928711,0.528256059,0.586045206,1.408696532,1.562802196,108,070802060406,F070802060406_164,32
287,572.6025147,4046.695398,130_7_2,2.013195038,0.999533772,148.9305267,485.773407,86,280.2292786,100,1868.19519,6.804599285,79.31988525,0.97954309,0.279869467,94.63359565,0.010702034,136.0997345,12.1895977,2533,1265,0.00692886,81.76559445,163531,73.58903563,0.000280886,429.15979,766.0026855,0.117731638,0.339256763,2.023814201,5.83184433,108,070801030407,F070801030407_186,24
288,573.0910703,4045.711392,128_54_2,2.030597925,0.999290705,148.8943176,485.6552734,78,254.0996246,100,1693.997559,6.863420963,80.00556183,0.97930491,0.279801399,94.21159755,0.010654311,138.4373379,10.12287681,1953,977,0.00535138,337.1716231,674344,303.4544546,0.001158273,402.9939575,739.7548828,0.15239951,0.41248101,0.490664452,1.328021169,108,070801030406,F070801030406_522,16
289,573.2785196,4045.071522,54_23_1,2.111131668,0.999132693,148.8707733,485.5784912,78,254.0593414,100,1693.729004,7.135624886,83.17858887,0.979150057,0.279757142,37.81808585,0.004276816,133.8350779,12.00871499,972,486,0.002661997,16.57484601,33150,14.91736156,5.69389E-05,402.9301147,739.6378174,0.306318462,0.829074323,9.979699135,27.01081657,104,070801030405,F070801030405_106,32
290,570.467269,4042.613762,103_16_2,2.061517954,0.99852562,148.7803192,485.2834473,78,253.9050903,100,1692.700562,6.967930794,81.22380829,0.978555083,0.279587179,,,,,,,,17.46415743,34929,15.7177417,5.99939E-05,402.6854248,739.1885376,,,9.465756416,25.61980247,108,070801030406,F070801030406_344,24
291,571.2027307,4042.108174,10_1_1,1.996392608,0.998400748,148.7617188,485.2227783,75,244.1089783,100,1627.393188,6.747807026,78.65786743,0.978432715,0.279552221,199.9999992,0.022617833,142.0267839,12.65866382,5414,2707,0.014827212,177.0281589,354057,159.3253422,0.000608138,392.870697,729.3317871,0.054954458,0.145131394,0.93369776,2.465839386,104,070801030401,F070801030401_64,32
292,572.2396609,4042.055989,137_27_2,1.987703204,0.998387814,148.7597809,485.2164917,79,257.1247864,100,1714.165283,6.718436718,78.31550598,0.978420079,0.279548585,98.65886,0.011157248,131.0003967,11.79865551,2447,1223,0.006698811,224.2362507,448473,201.8126271,0.00077031,405.8845825,742.3413086,0.121635146,0.331876189,0.737118304,2.011195183,108,070802060602,F070802060602_91,32
293,571.9086532,4040.506526,440_5_1,2.038081646,0.998005092,148.7027588,485.0304871,53,172.435318,100,1149.568848,6.888715744,80.30041504,0.978044987,0.279441416,83.99395676,0.009498807,156.2178841,11.33112037,2475,1237,0.006775494,31.71535049,63431,28.54381534,0.000108951,321.1380615,657.4658203,0.120212413,0.259610385,5.209631443,11.25070572,108,070801030303,F070801030303_3,8
